dataset,classifier,method,p_value_raw,effect_size_cohens_d,effect_size_glass_delta,test_statistic,test_type,mean_baseline,mean_method,practical_significance,baseline_std,method_std,p_value_corrected,significant
CreditFraud,LogisticRegression,BorderlineSMOTE,0.0043638570072787935,-3.6821638684325904,-2.8117778789320838,5.8112041811979465,paired_t_test,0.5101149425287356,0.347481161281611,True,0.05173384327847684,0.02109283695436248,0.017337384912905745,True
CreditFraud,LogisticRegression,ADASYN,0.004832947448912603,-4.477902630125647,-3.432431968884588,5.6503039442768905,paired_t_test,0.5101149425287356,0.3115824075956315,True,0.05173384327847684,0.021649633289754354,0.017337384912905745,True
CreditFraud,LogisticRegression,SMOTETomek,0.003520024635396413,-4.4023419785026485,-3.2011806565685226,6.162269827153601,paired_t_test,0.5101149425287356,0.3249580286296107,True,0.05173384327847684,0.012405979559323254,0.017337384912905745,True
CreditFraud,LogisticRegression,SMOTEENN,0.0025182037723945287,-4.791710531140686,-3.5315309876072005,6.7451208511257414,paired_t_test,0.5101149425287356,0.3058505010131459,True,0.05173384327847684,0.015203309101614496,0.015109222634367172,True
CreditFraud,SVM,RandomOver,0.0022815678709462127,1.9608990654580225,1.6253358416822585,-6.925653018877056,paired_t_test,0.5865322580645161,0.7660360360360361,True,0.09878146767425199,0.060415196282788276,0.013689407225677276,True
CreditFraud,SVM,SMOTE,0.007480084051055173,1.8260252202231784,1.4534168100936895,-5.001954712124764,paired_t_test,0.5865322580645161,0.7470491196806985,True,0.09878146767425199,0.0510480336845419,0.02992033620422069,True
CreditFraud,SVM,BorderlineSMOTE,0.0034011202504442384,2.406656285343268,1.8324038135555132,-6.220023126409424,paired_t_test,0.5865322580645161,0.7889048378522062,True,0.09878146767425199,0.039442042461088345,0.01700560125222119,True
CreditFraud,SVM,ADASYN,0.015634083286543404,1.7588685981232512,1.3257236598182918,-4.037669523619466,paired_t_test,0.5865322580645161,0.7329465555781345,True,0.09878146767425199,0.036460634933207926,0.02992033620422069,True
CreditFraud,SVM,SMOTETomek,0.007480084051055173,1.8260252202231784,1.4534168100936895,-5.001954712124764,paired_t_test,0.5865322580645161,0.7470491196806985,True,0.09878146767425199,0.0510480336845419,0.02992033620422069,True
CreditFraud,SVM,SMOTEENN,0.014468809754030915,1.341675614001771,1.1371730274487553,-4.132129496472531,paired_t_test,0.5865322580645161,0.7121228279636496,True,0.09878146767425199,0.06528346212570262,0.02992033620422069,True
CreditFraud,BalancedRF,RandomOver,0.0625,3.5640656667522723,5.043110144270089,0.0,wilcoxon,0.05375494071146245,0.3013607873607874,True,0.04391444873464395,0.0761175876880324,0.375,False
CreditFraud,BalancedRF,SMOTE,0.0625,7.5227598519673275,10.157564964238045,0.0,wilcoxon,0.05375494071146245,0.5524695039306045,True,0.04391444873464395,0.07143789357733038,0.375,False
CreditFraud,BalancedRF,BorderlineSMOTE,0.0625,10.061271761906077,8.889927161202149,0.0,wilcoxon,0.05375494071146245,0.49023121793520275,True,0.04391444873464395,0.03290429815254452,0.375,False
CreditFraud,BalancedRF,ADASYN,0.0625,10.834244028575036,8.666144124373329,0.0,wilcoxon,0.05375494071146245,0.4792439527923399,True,0.04391444873464395,0.02322200460824965,0.375,False
CreditFraud,BalancedRF,SMOTETomek,0.0625,7.5227598519673275,10.157564964238045,0.0,wilcoxon,0.05375494071146245,0.5524695039306045,True,0.04391444873464395,0.07143789357733038,0.375,False
CreditFraud,BalancedRF,SMOTEENN,0.0625,8.352082988222433,10.297782984232347,0.0,wilcoxon,0.05375494071146245,0.5593539067223278,True,0.04391444873464395,0.06272821974947028,0.375,False
CreditFraud,MLP,RandomOver,0.27150768935475356,0.35412307084786865,0.29139140361512106,-1.2744519216952979,paired_t_test,0.741827541827542,0.7601347189222486,False,0.05619396035987504,0.0334425230036686,1.0,False
CreditFraud,MLP,SMOTE,0.39997773072075393,-0.17781662823659763,-0.18617578161963308,0.9410135279076325,paired_t_test,0.741827541827542,0.7301307211163932,False,0.05619396035987504,0.06136369488700237,1.0,False
CreditFraud,MLP,BorderlineSMOTE,0.4220937444282802,0.29323137116158343,0.2696585542279349,-0.8934906223188512,paired_t_test,0.741827541827542,0.7587693144608688,False,0.05619396035987504,0.04672438321816615,1.0,False
CreditFraud,MLP,ADASYN,0.4324710620330292,-0.186005964912329,-0.18096322089771766,0.871900770589843,paired_t_test,0.741827541827542,0.7304582094055778,False,0.05619396035987504,0.05310336227274094,1.0,False
CreditFraud,MLP,SMOTETomek,0.39997773072075393,-0.17781662823659763,-0.18617578161963308,0.9410135279076325,paired_t_test,0.741827541827542,0.7301307211163932,False,0.05619396035987504,0.06136369488700237,1.0,False
CreditFraud,MLP,SMOTEENN,0.34355879655887256,-0.6766362951897799,-0.6375226609364045,1.0733348991942555,paired_t_test,0.741827541827542,0.7017740601158196,False,0.05619396035987504,0.04948448848168021,1.0,False
HighDim,RandomForest,RandomOver,0.07052536020608545,1.5488487593424949,0.0,-2.448944915324141,paired_t_test,0.0,0.033650793650793646,False,0.0,0.02748187061311638,0.07052536020608545,False
HighDim,RandomForest,SMOTE,0.0002852627619962919,7.5286354399881175,0.0,-11.903817831713182,paired_t_test,0.0,0.2601330509158076,True,0.0,0.04370581851862388,0.0014263138099814595,True
HighDim,RandomForest,BorderlineSMOTE,0.001151850747472825,5.2479292858651885,0.0,-8.297704771417441,paired_t_test,0.0,0.24375189637063835,True,0.0,0.058751643517198755,0.003455552242418475,True
HighDim,RandomForest,ADASYN,0.0020449691422174563,4.509951231694479,0.0,-7.130859014218159,paired_t_test,0.0,0.29724806086362154,True,0.0,0.08336949595299561,0.004089938284434913,True
HighDim,RandomForest,SMOTETomek,0.0002852627619962919,7.5286354399881175,0.0,-11.903817831713182,paired_t_test,0.0,0.2601330509158076,True,0.0,0.04370581851862388,0.0014263138099814595,True
HighDim,RandomForest,SMOTEENN,3.590858138807647e-05,12.734776735870327,0.0,-20.13544998953736,paired_t_test,0.0,0.41977207169443104,True,0.0,0.04169482896210912,0.00021545148832845883,True
HighDim,LogisticRegression,RandomOver,0.03505264626864926,-1.5096536064360866,-1.0979276864803786,3.1339154476251174,paired_t_test,0.6396023633205042,0.5490447098815244,True,0.07377282546596761,0.017743397120309118,0.1752632313432463,False
HighDim,LogisticRegression,SMOTE,0.13385681845964367,-0.9874975060689856,-0.7366044143460905,1.8762716146249174,paired_t_test,0.6396023633205042,0.5788468435377648,True,0.07377282546596761,0.024779800908097702,0.401570455378931,False
HighDim,LogisticRegression,BorderlineSMOTE,0.19914965559371023,-0.8715974777659014,-0.6563041464001287,1.5368152760990643,paired_t_test,0.6396023633205042,0.5854700519013492,True,0.07377282546596761,0.027004053531130955,0.401570455378931,False
HighDim,LogisticRegression,ADASYN,0.05915965124814449,-1.3774836544722573,-1.0259827709410445,2.6141801411662686,paired_t_test,0.6396023633205042,0.5549787643810455,True,0.07377282546596761,0.024414830340940982,0.23663860499257797,False
HighDim,LogisticRegression,SMOTETomek,0.13385681845964367,-0.9874975060689856,-0.7366044143460905,1.8762716146249174,paired_t_test,0.6396023633205042,0.5788468435377648,True,0.07377282546596761,0.024779800908097702,0.401570455378931,False
HighDim,LogisticRegression,SMOTEENN,0.005937433247184562,-3.028166823693601,-2.287466177896781,5.336953030419954,paired_t_test,0.6396023633205042,0.45093094903509134,True,0.07377282546596761,0.027725954071053896,0.035624599483107366,True
HighDim,SVM,RandomOver,0.005964873463971918,2.887999436333381,2.818494482130677,-5.3300966510971435,paired_t_test,0.5821982629529799,0.7747740396059644,True,0.0611124173059034,0.058133655702802066,0.03578924078383151,True
HighDim,SVM,SMOTE,0.010619519001187372,2.2677312165078427,2.160312741890381,-4.524780408969382,paired_t_test,0.5821982629529799,0.7298032721947861,True,0.0611124173059034,0.0551711611030731,0.05309759500593686,False
